Season,TeamName,ConfAbbrev,RegionW,RegionX
1991,Colorado St,wac,East,Southeast
1991,Columbia,ivy,East,Southeast
1991,Connecticut,big_east,East,Southeast
1991,Coppin St,meac,East,Southeast
1991,Cornell,ivy,East,Southeast
1991,Creighton,mvc,East,Southeast
1991,CS Fullerton,big_west,East,Southeast
1991,CS Northridge,ind,East,Southeast
1991,Dartmouth,ivy,East,Southeast
1991,Davidson,big_south,East,Southeast
1991,Dayton,mw_coll,East,Southeast
1991,Delaware,ecc,East,Southeast
1991,Delaware St,meac,East,Southeast
1991,DePaul,ind,East,Southeast
1991,Detroit,mw_coll,East,Southeast
1991,Drake,mvc,East,Southeast
1991,Drexel,ecc,East,Southeast
1991,Duke,acc,East,Southeast
1991,Duquesne,a_ten,East,Southeast
1991,E Illinois,mid_cont,East,Southeast
1991,E Kentucky,ovc,East,Southeast
1991,E Michigan,mac,East,Southeast
1991,E Washington,big_sky,East,Southeast
1991,East Carolina,caa,East,Southeast
1991,ETSU,southern,East,Southeast
1991,Evansville,mw_coll,East,Southeast
1991,F Dickinson,nec,East,Southeast
1991,Fairfield,maac,East,Southeast
1991,Florida,sec,East,Southeast
1991,Florida A&M,meac,East,Southeast
1991,Florida Intl,ind,East,Southeast
1991,Florida St,metro,East,Southeast
1991,Fordham,patriot,East,Southeast
1991,Fresno St,big_west,East,Southeast
1991,Furman,southern,East,Southeast
1991,G Washington,a_ten,East,Southeast
1991,Ga Southern,a_sun,East,Southeast
1991,George Mason,caa,East,Southeast
1991,Georgetown,big_east,East,Southeast
1991,Georgia,sec,East,Southeast
1991,Georgia St,a_sun,East,Southeast
1991,Georgia Tech,acc,East,Southeast
1991,Gonzaga,wcc,East,Southeast
1991,Grambling,swac,East,Southeast
1991,Hartford,nac,East,Southeast
1991,Harvard,ivy,East,Southeast
1991,Hawaii,wac,East,Southeast
1991,Hofstra,ecc,East,Southeast
1991,Holy Cross,patriot,East,Southeast
1991,Houston,swc,East,Southeast
1991,Howard,meac,East,Southeast
1991,Idaho,big_sky,East,Southeast
1991,Idaho St,big_sky,East,Southeast
1991,IL Chicago,mid_cont,East,Southeast
1991,Illinois,big_ten,East,Southeast
1991,Illinois St,mvc,East,Southeast
1991,Indiana,big_ten,East,Southeast
1991,Indiana St,mvc,East,Southeast
1991,Iona,maac,East,Southeast
1991,Iowa,big_ten,East,Southeast
1991,Iowa St,big_eight,East,Southeast
1991,Jackson St,swac,East,Southeast
1991,Jacksonville,sun_belt,East,Southeast
1991,James Madison,caa,East,Southeast
1991,Kansas,big_eight,East,Southeast
1991,Kansas St,big_eight,East,Southeast
1991,Kent,mac,East,Southeast
1991,Kentucky,sec,East,Southeast
1991,La Salle,maac,East,Southeast
1991,Lafayette,patriot,East,Southeast
1991,Lamar,asc,East,Southeast
1991,Lehigh,patriot,East,Southeast
1991,Liberty,ind,East,Southeast
1991,Long Beach St,big_west,East,Southeast
1991,LIU Brooklyn,nec,East,Southeast
1991,Louisiana Tech,asc,East,Southeast
1991,Louisville,metro,East,Southeast
1991,Loy Marymount,wcc,East,Southeast
1991,Loyola MD,maac,East,Southeast
1991,Loyola-Chicago,mw_coll,East,Southeast
1991,LSU,sec,East,Southeast
1991,Maine,nac,East,Southeast
1991,Manhattan,maac,East,Southeast
1991,Marist,nec,East,Southeast
1991,Marquette,mw_coll,East,Southeast
1991,Marshall,southern,East,Southeast
1991,Maryland,acc,East,Southeast
1991,Massachusetts,a_ten,East,Southeast
1991,McNeese St,southland,East,Southeast
1991,MD E Shore,meac,East,Southeast
1991,Memphis,metro,East,Southeast
1991,Mercer,a_sun,East,Southeast
1991,Miami FL,ind,East,Southeast
1991,Miami OH,mac,East,Southeast
1991,Michigan,big_ten,East,Southeast
1991,Michigan St,big_ten,East,Southeast
1991,Minnesota,big_ten,East,Southeast
1991,Mississippi,sec,East,Southeast
1991,Mississippi St,sec,East,Southeast
1991,Missouri,big_eight,East,Southeast
1991,Missouri KC,ind,East,Southeast
1991,Missouri St,mvc,East,Southeast
1991,Monmouth NJ,nec,East,Southeast
1991,Montana,big_sky,East,Southeast
1991,Montana St,big_sky,East,Southeast
1991,Morehead St,ovc,East,Southeast
1991,Morgan St,meac,East,Southeast
1991,MS Valley St,swac,East,Southeast
1991,Mt St Mary's,nec,East,Southeast
1991,MTSU,ovc,East,Southeast
1991,Murray St,ovc,East,Southeast
1991,N Illinois,mid_cont,East,Southeast
1991,Navy,caa,East,Southeast
1991,NC A&T,meac,East,Southeast
1991,NC State,acc,East,Southeast
1991,NE Illinois,ind,East,Southeast
1991,Nebraska,big_eight,East,Southeast
1991,Nevada,big_sky,East,Southeast
1991,New Hampshire,nac,East,Southeast
1991,New Mexico,wac,East,Southeast
1991,New Mexico St,big_west,East,Southeast
1991,New Orleans,asc,East,Southeast
1991,Niagara,maac,East,Southeast
1991,Nicholls St,ind,East,Southeast
1991,North Carolina,acc,East,Southeast
1991,North Texas,southland,East,Southeast
1991,Northeastern,nac,East,Southeast
1991,Northern Arizona,big_sky,East,Southeast
1991,Northern Iowa,mid_cont,East,Southeast
1991,Northwestern,big_ten,East,Southeast
1991,Northwestern LA,southland,East,Southeast
1991,Notre Dame,ind,East,Southeast
1991,Ohio,mac,East,Southeast
1991,Ohio St,big_ten,East,Southeast
1991,Oklahoma,big_eight,East,Southeast
1991,Oklahoma St,big_eight,East,Southeast
1991,Old Dominion,sun_belt,East,Southeast
1991,Oregon,pac_ten,East,Southeast
1991,Oregon St,pac_ten,East,Southeast
1991,Pacific,big_west,East,Southeast
1991,Penn,ivy,East,Southeast
1991,Penn St,a_ten,East,Southeast
1991,Pepperdine,wcc,East,Southeast
1991,Pittsburgh,big_east,East,Southeast
1991,Portland,wcc,East,Southeast
1991,Prairie View,swac,East,Southeast
1991,Princeton,ivy,East,Southeast
1991,Providence,big_east,East,Southeast
1991,Purdue,big_ten,East,Southeast
1991,Radford,big_south,East,Southeast
1991,Rhode Island,a_ten,East,Southeast
1991,Rice,swc,East,Southeast
1991,Richmond,caa,East,Southeast
1991,Rider,ecc,East,Southeast
1991,Robert Morris,nec,East,Southeast
1991,Rutgers,a_ten,East,Southeast
1991,S Carolina St,meac,East,Southeast
1991,S Illinois,mvc,East,Southeast
1991,Sam Houston St,southland,East,Southeast
1991,Samford,a_sun,East,Southeast
1991,San Diego,wcc,East,Southeast
1991,San Diego St,wac,East,Southeast
1991,San Francisco,wcc,East,Southeast
1991,San Jose St,big_west,East,Southeast
1991,UC Santa Barbara,big_west,East,Southeast
1991,Santa Clara,wcc,East,Southeast
1991,SE Louisiana,ind,East,Southeast
1991,Seton Hall,big_east,East,Southeast
1991,SF Austin,southland,East,Southeast
1991,Siena,maac,East,Southeast
1991,SMU,swc,East,Southeast
1991,South Alabama,sun_belt,East,Southeast
1991,South Carolina,metro,East,Southeast
1991,South Florida,sun_belt,East,Southeast
1991,Southern Miss,metro,East,Southeast
1991,Southern Univ,swac,East,Southeast
1991,Southern Utah,ind,East,Southeast
1991,St Bonaventure,a_ten,East,Southeast
1991,St Francis NY,nec,East,Southeast
1991,St Francis PA,nec,East,Southeast
1991,St John's,big_east,East,Southeast
1991,St Joseph's PA,a_ten,East,Southeast
1991,St Louis,mw_coll,East,Southeast
1991,St Mary's CA,wcc,East,Southeast
1991,St Peter's,maac,East,Southeast
1991,Stanford,pac_ten,East,Southeast
1991,Stetson,a_sun,East,Southeast
1991,Syracuse,big_east,East,Southeast
1991,TCU,swc,East,Southeast
1991,Temple,a_ten,East,Southeast
1991,Tennessee,sec,East,Southeast
1991,Tennessee St,ovc,East,Southeast
1991,Tennessee Tech,ovc,East,Southeast
1991,Texas,swc,East,Southeast
1991,Texas A&M,swc,East,Southeast
1991,Texas St,southland,East,Southeast
1991,Texas Tech,swc,East,Southeast
1991,Toledo,mac,East,Southeast
1991,Towson,ecc,East,Southeast
1991,Tulane,metro,East,Southeast
1991,Tulsa,mvc,East,Southeast
1991,UTRGV,asc,East,Southeast
1991,TX Southern,swac,East,Southeast
1991,UAB,sun_belt,East,Southeast
1991,UC Irvine,big_west,East,Southeast
1991,UCF,asc,East,Southeast
1991,UCLA,pac_ten,East,Southeast
1991,Louisiana,asc,East,Southeast
1991,ULM,southland,East,Southeast
1991,UMBC,ecc,East,Southeast
1991,UNC Asheville,big_south,East,Southeast
1991,UNC Wilmington,caa,East,Southeast
1991,UNLV,big_west,East,Southeast
1991,USC,pac_ten,East,Southeast
1991,UT Arlington,southland,East,Southeast
1991,UT San Antonio,a_sun,East,Southeast
1991,Utah,wac,East,Southeast
1991,Utah St,big_west,East,Southeast
1991,UTEP,wac,East,Southeast
1991,VCU,sun_belt,East,Southeast
1991,Valparaiso,mid_cont,East,Southeast
1991,Vanderbilt,sec,East,Southeast
1991,Vermont,nac,East,Southeast
1991,Villanova,big_east,East,Southeast
1991,Virginia,acc,East,Southeast
1991,Virginia Tech,metro,East,Southeast
1991,VMI,southern,East,Southeast
1991,W Carolina,southern,East,Southeast
1991,W Illinois,mid_cont,East,Southeast
1991,WKU,sun_belt,East,Southeast
1991,W Michigan,mac,East,Southeast
1991,Wagner,nec,East,Southeast
1991,Wake Forest,acc,East,Southeast
1991,Washington,pac_ten,East,Southeast
1991,Washington St,pac_ten,East,Southeast
1991,Weber St,big_sky,East,Southeast
1991,West Virginia,a_ten,East,Southeast
1991,WI Green Bay,mid_cont,East,Southeast
1991,WI Milwaukee,ind,East,Southeast
1991,Wichita St,mvc,East,Southeast
1991,William & Mary,caa,East,Southeast
1991,Winthrop,big_south,East,Southeast
1991,Wisconsin,big_ten,East,Southeast
1991,Wright St,ind,East,Southeast
1991,Wyoming,wac,East,Southeast
1991,Xavier,mw_coll,East,Southeast
1991,Yale,ivy,East,Southeast
1991,Youngstown St,ind,East,Southeast
1992,Air Force,wac,East,West
1992,Akron,mid_cont,East,West
1992,Alabama,sec,East,West
1992,Alabama St,swac,East,West
1992,Alcorn St,swac,East,West
1992,American Univ,caa,East,West
1992,Appalachian St,southern,East,West
1992,Arizona,pac_ten,East,West
1992,Arizona St,pac_ten,East,West
1992,Ark Little Rock,sun_belt,East,West
1992,Arkansas,sec,East,West
1992,Arkansas St,sun_belt,East,West
1992,Army,patriot,East,West
1992,Auburn,sec,East,West
1992,Austin Peay,ovc,East,West
1992,Ball St,mac,East,West
1992,Baylor,swc,East,West
1992,Bethune-Cookman,meac,East,West
1992,Boise St,big_sky,East,West
1992,Boston College,big_east,East,West
1992,Boston Univ,nac,East,West
1992,Bowling Green,mac,East,West
1992,Bradley,mvc,East,West
1992,Brooklyn,ecc,East,West
1992,Brown,ivy,East,West
1992,Bucknell,patriot,East,West
1992,Buffalo,ecc,East,West
1992,Butler,mw_coll,East,West
1992,BYU,wac,East,West
1992,C Michigan,mac,East,West
1992,California,pac_ten,East,West
1992,Campbell,big_south,East,West
1992,Canisius,maac,East,West
1992,Centenary,a_sun,East,West
1992,Central Conn,ecc,East,West
1992,Charleston So,big_south,East,West
1992,Charlotte,metro,East,West
1992,Chattanooga,southern,East,West
1992,Chicago St,ind,East,West
1992,Cincinnati,gmwc,East,West
1992,Citadel,southern,East,West
1992,Clemson,acc,East,West
1992,Cleveland St,mid_cont,East,West
1992,Coastal Car,big_south,East,West
1992,Col Charleston,ind,East,West
1992,Colgate,patriot,East,West
1992,Colorado,big_eight,East,West
1992,Colorado St,wac,East,West
1992,Columbia,ivy,East,West
1992,Connecticut,big_east,East,West
1992,Coppin St,meac,East,West
1992,Cornell,ivy,East,West
1992,Creighton,mvc,East,West
1992,CS Fullerton,big_west,East,West
1992,CS Northridge,ind,East,West
1992,CS Sacramento,ind,East,West
1992,Dartmouth,ivy,East,West
1992,Davidson,big_south,East,West
1992,Dayton,mw_coll,East,West
1992,Delaware,nac,East,West
1992,Delaware St,meac,East,West
1992,DePaul,gmwc,East,West
1992,Detroit,mw_coll,East,West
1992,Drake,mvc,East,West
1992,Drexel,nac,East,West
1992,Duke,acc,East,West
1992,Duquesne,a_ten,East,West
1992,E Illinois,mid_cont,East,West
1992,E Kentucky,ovc,East,West
1992,E Michigan,mac,East,West
1992,E Washington,big_sky,East,West
1992,East Carolina,caa,East,West
1992,ETSU,southern,East,West
1992,Evansville,mw_coll,East,West
1992,F Dickinson,nec,East,West
1992,Fairfield,maac,East,West
1992,Florida,sec,East,West
1992,Florida A&M,meac,East,West
1992,Florida Intl,a_sun,East,West
1992,Florida St,acc,East,West
1992,Fordham,patriot,East,West
1992,Fresno St,big_west,East,West
1992,Furman,southern,East,West
1992,G Washington,a_ten,East,West
1992,Ga Southern,a_sun,East,West
1992,George Mason,caa,East,West
1992,Georgetown,big_east,East,West
1992,Georgia,sec,East,West
1992,Georgia St,a_sun,East,West
1992,Georgia Tech,acc,East,West
1992,Gonzaga,wcc,East,West
1992,Grambling,swac,East,West
1992,Hartford,nac,East,West
1992,Harvard,ivy,East,West
1992,Hawaii,wac,East,West
1992,Hofstra,ecc,East,West
1992,Holy Cross,patriot,East,West
1992,Houston,swc,East,West
1992,Howard,meac,East,West
1992,Idaho,big_sky,East,West
1992,Idaho St,big_sky,East,West
1992,IL Chicago,mid_cont,East,West
1992,Illinois,big_ten,East,West
1992,Illinois St,mvc,East,West
1992,Indiana,big_ten,East,West
1992,Indiana St,mvc,East,West
1992,Iona,maac,East,West
1992,Iowa,big_ten,East,West
1992,Iowa St,big_eight,East,West
1992,Jackson St,swac,East,West
1992,Jacksonville,sun_belt,East,West
1992,James Madison,caa,East,West
1992,Kansas,big_eight,East,West
1992,Kansas St,big_eight,East,West
1992,Kent,mac,East,West
1992,Kentucky,sec,East,West
1992,La Salle,maac,East,West
1992,Lafayette,patriot,East,West
1992,Lamar,sun_belt,East,West
1992,Lehigh,patriot,East,West
1992,Liberty,big_south,East,West
1992,Long Beach St,big_west,East,West
1992,LIU Brooklyn,nec,East,West
1992,Louisiana Tech,sun_belt,East,West
1992,Louisville,metro,East,West
1992,Loy Marymount,wcc,East,West
1992,Loyola MD,maac,East,West
1992,Loyola-Chicago,mw_coll,East,West
1992,LSU,sec,East,West
1992,Maine,nac,East,West
1992,Manhattan,maac,East,West
1992,Marist,nec,East,West
1992,Marquette,gmwc,East,West
1992,Marshall,southern,East,West
1992,Maryland,acc,East,West
1992,Massachusetts,a_ten,East,West
1992,McNeese St,southland,East,West
1992,MD E Shore,meac,East,West
1992,Memphis,gmwc,East,West
1992,Mercer,a_sun,East,West
1992,Miami FL,big_east,East,West
1992,Miami OH,mac,East,West
1992,Michigan,big_ten,East,West
1992,Michigan St,big_ten,East,West
1992,Minnesota,big_ten,East,West
1992,Mississippi,sec,East,West
1992,Mississippi St,sec,East,West
1992,Missouri,big_eight,East,West
1992,Missouri KC,ind,East,West
1992,Missouri St,mvc,East,West
1992,Monmouth NJ,nec,East,West
1992,Montana,big_sky,East,West
1992,Montana St,big_sky,East,West
1992,Morehead St,ovc,East,West
1992,Morgan St,meac,East,West
1992,MS Valley St,swac,East,West
1992,Mt St Mary's,nec,East,West
1992,MTSU,ovc,East,West
1992,Murray St,ovc,East,West
1992,N Illinois,mid_cont,East,West
1992,Navy,patriot,East,West
1992,NC A&T,meac,East,West
1992,NC State,acc,East,West
1992,NE Illinois,ind,East,West
1992,Nebraska,big_eight,East,West
1992,Nevada,big_sky,East,West
1992,New Hampshire,nac,East,West
1992,New Mexico,wac,East,West
1992,New Mexico St,big_west,East,West
1992,New Orleans,sun_belt,East,West
1992,Niagara,maac,East,West
1992,Nicholls St,southland,East,West
1992,North Carolina,acc,East,West
1992,North Texas,southland,East,West
1992,Northeastern,nac,East,West
1992,Northern Arizona,big_sky,East,West
1992,Northern Iowa,mvc,East,West
1992,Northwestern,big_ten,East,West
1992,Northwestern LA,southland,East,West
1992,Notre Dame,ind,East,West
1992,Ohio,mac,East,West
1992,Ohio St,big_ten,East,West
1992,Oklahoma,big_eight,East,West
1992,Oklahoma St,big_eight,East,West
1992,Old Dominion,caa,East,West
1992,Oregon,pac_ten,East,West
1992,Oregon St,pac_ten,East,West
1992,Pacific,big_west,East,West
1992,Penn,ivy,East,West
1992,Penn St,ind,East,West
1992,Pepperdine,wcc,East,West
1992,Pittsburgh,big_east,East,West
1992,Portland,wcc,East,West
1992,Prairie View,swac,East,West
1992,Princeton,ivy,East,West
1992,Providence,big_east,East,West
1992,Purdue,big_ten,East,West
1992,Radford,big_south,East,West
1992,Rhode Island,a_ten,East,West
1992,Rice,swc,East,West
1992,Richmond,caa,East,West
1992,Rider,ecc,East,West
1992,Robert Morris,nec,East,West
1992,Rutgers,a_ten,East,West
1992,S Carolina St,meac,East,West
1992,S Illinois,mvc,East,West
1992,Sam Houston St,southland,East,West
1992,Samford,a_sun,East,West
1992,San Diego,wcc,East,West
1992,San Diego St,wac,East,West
1992,San Francisco,wcc,East,West
1992,San Jose St,big_west,East,West
1992,UC Santa Barbara,big_west,East,West
1992,Santa Clara,wcc,East,West
1992,SE Louisiana,a_sun,East,West
1992,SE Missouri St,ovc,East,West
1992,Seton Hall,big_east,East,West
1992,SF Austin,southland,East,West
1992,Siena,maac,East,West
1992,SMU,swc,East,West
1992,South Alabama,sun_belt,East,West
1992,South Carolina,sec,East,West
1992,South Florida,metro,East,West
1992,Southern Miss,metro,East,West
1992,Southern Univ,swac,East,West
1992,Southern Utah,ind,East,West
1992,St Bonaventure,a_ten,East,West
1992,St Francis NY,nec,East,West
1992,St Francis PA,nec,East,West
1992,St John's,big_east,East,West
1992,St Joseph's PA,a_ten,East,West
1992,St Louis,gmwc,East,West
1992,St Mary's CA,wcc,East,West
1992,St Peter's,maac,East,West
1992,Stanford,pac_ten,East,West
1992,Stetson,a_sun,East,West
1992,Syracuse,big_east,East,West
1992,TCU,swc,East,West
1992,Temple,a_ten,East,West
1992,Tennessee,sec,East,West
1992,Tennessee St,ovc,East,West
1992,Tennessee Tech,ovc,East,West
1992,Texas,swc,East,West
1992,Texas A&M,swc,East,West
1992,Texas St,southland,East,West
1992,Texas Tech,swc,East,West
1992,Toledo,mac,East,West
1992,Towson,ecc,East,West
1992,Tulane,metro,East,West
1992,Tulsa,mvc,East,West
1992,UTRGV,sun_belt,East,West
1992,TX Southern,swac,East,West
1992,UAB,gmwc,East,West
1992,UC Irvine,big_west,East,West
1992,UCF,sun_belt,East,West
1992,UCLA,pac_ten,East,West
1992,Louisiana,sun_belt,East,West
1992,ULM,southland,East,West
1992,UMBC,ecc,East,West
1992,UNC Asheville,big_south,East,West
1992,UNC Greensboro,ind,East,West
1992,UNC Wilmington,caa,East,West
1992,UNLV,big_west,East,West
1992,USC,pac_ten,East,West
1992,UT Arlington,southland,East,West
1992,UT San Antonio,southland,East,West
1992,Utah,wac,East,West
1992,Utah St,big_west,East,West
1992,UTEP,wac,East,West
1992,VCU,metro,East,West
1992,Valparaiso,mid_cont,East,West
1992,Vanderbilt,sec,East,West
1992,Vermont,nac,East,West
1992,Villanova,big_east,East,West
1992,Virginia,acc,East,West
1992,Virginia Tech,metro,East,West
1992,VMI,southern,East,West
1992,W Carolina,southern,East,West
1992,W Illinois,mid_cont,East,West
1992,WKU,sun_belt,East,West
1992,W Michigan,mac,East,West
1992,Wagner,nec,East,West
1992,Wake Forest,acc,East,West
1992,Washington,pac_ten,East,West
1992,Washington St,pac_ten,East,West
1992,Weber St,big_sky,East,West
1992,West Virginia,a_ten,East,West
1992,WI Green Bay,mid_cont,East,West
1992,WI Milwaukee,ind,East,West
1992,Wichita St,mvc,East,West
1992,William & Mary,caa,East,West
1992,Winthrop,big_south,East,West
1992,Wisconsin,big_ten,East,West
1992,Wright St,mid_cont,East,West
1992,Wyoming,wac,East,West
1992,Xavier,mw_coll,East,West
1992,Yale,ivy,East,West
1992,Youngstown St,ind,East,West
1993,Air Force,wac,East,Midwest
1993,Akron,mac,East,Midwest
1993,Alabama,sec,East,Midwest
1993,Alabama St,swac,East,Midwest
1993,Alcorn St,swac,East,Midwest
1993,American Univ,caa,East,Midwest
1993,Appalachian St,southern,East,Midwest
1993,Arizona,pac_ten,East,Midwest
1993,Arizona St,pac_ten,East,Midwest
1993,Ark Little Rock,sun_belt,East,Midwest
1993,Arkansas,sec,East,Midwest
1993,Arkansas St,sun_belt,East,Midwest
1993,Army,patriot,East,Midwest
1993,Auburn,sec,East,Midwest
1993,Austin Peay,ovc,East,Midwest
1993,Ball St,mac,East,Midwest
1993,Baylor,swc,East,Midwest
1993,Bethune-Cookman,meac,East,Midwest
1993,Boise St,big_sky,East,Midwest
1993,Boston College,big_east,East,Midwest
1993,Boston Univ,nac,East,Midwest
1993,Bowling Green,mac,East,Midwest
1993,Bradley,mvc,East,Midwest
1993,Brown,ivy,East,Midwest
1993,Bucknell,patriot,East,Midwest
1993,Buffalo,ind,East,Midwest
1993,Butler,mw_coll,East,Midwest
1993,BYU,wac,East,Midwest
1993,C Michigan,mac,East,Midwest
1993,California,pac_ten,East,Midwest
1993,Campbell,big_south,East,Midwest
1993,Canisius,maac,East,Midwest
1993,Centenary,a_sun,East,Midwest
1993,Central Conn,ind,East,Midwest
1993,Charleston So,big_south,East,Midwest
1993,Charlotte,metro,East,Midwest
1993,Chattanooga,southern,East,Midwest
1993,Chicago St,ind,East,Midwest
1993,Cincinnati,gmwc,East,Midwest
1993,Citadel,southern,East,Midwest
1993,Clemson,acc,East,Midwest
1993,Cleveland St,mid_cont,East,Midwest
1993,Coastal Car,big_south,East,Midwest
1993,Col Charleston,a_sun,East,Midwest
1993,Colgate,patriot,East,Midwest
1993,Colorado,big_eight,East,Midwest
1993,Colorado St,wac,East,Midwest
1993,Columbia,ivy,East,Midwest
1993,Connecticut,big_east,East,Midwest
1993,Coppin St,meac,East,Midwest
1993,Cornell,ivy,East,Midwest
1993,Creighton,mvc,East,Midwest
1993,CS Fullerton,big_west,East,Midwest
1993,CS Northridge,ind,East,Midwest
1993,CS Sacramento,ind,East,Midwest
1993,Dartmouth,ivy,East,Midwest
1993,Davidson,southern,East,Midwest
1993,Dayton,mw_coll,East,Midwest
1993,Delaware,nac,East,Midwest
1993,Delaware St,meac,East,Midwest
1993,DePaul,gmwc,East,Midwest
1993,Detroit,mw_coll,East,Midwest
1993,Drake,mvc,East,Midwest
1993,Drexel,nac,East,Midwest
1993,Duke,acc,East,Midwest
1993,Duquesne,mw_coll,East,Midwest
1993,E Illinois,mid_cont,East,Midwest
1993,E Kentucky,ovc,East,Midwest
1993,E Michigan,mac,East,Midwest
1993,E Washington,big_sky,East,Midwest
1993,East Carolina,caa,East,Midwest
1993,ETSU,southern,East,Midwest
1993,Evansville,mw_coll,East,Midwest
1993,F Dickinson,nec,East,Midwest
1993,Fairfield,maac,East,Midwest
1993,Florida,sec,East,Midwest
1993,Florida A&M,meac,East,Midwest
1993,Florida Intl,a_sun,East,Midwest
1993,Florida St,acc,East,Midwest
1993,Fordham,patriot,East,Midwest
1993,Fresno St,wac,East,Midwest
1993,Furman,southern,East,Midwest
1993,G Washington,a_ten,East,Midwest
1993,Ga Southern,southern,East,Midwest
1993,George Mason,caa,East,Midwest
1993,Georgetown,big_east,East,Midwest
1993,Georgia,sec,East,Midwest
1993,Georgia St,a_sun,East,Midwest
1993,Georgia Tech,acc,East,Midwest
1993,Gonzaga,wcc,East,Midwest
1993,Grambling,swac,East,Midwest
1993,Hartford,nac,East,Midwest
1993,Harvard,ivy,East,Midwest
1993,Hawaii,wac,East,Midwest
1993,Hofstra,ind,East,Midwest
1993,Holy Cross,patriot,East,Midwest
1993,Houston,swc,East,Midwest
1993,Howard,meac,East,Midwest
1993,Idaho,big_sky,East,Midwest
1993,Idaho St,big_sky,East,Midwest
1993,IL Chicago,mid_cont,East,Midwest
1993,Illinois,big_ten,East,Midwest
1993,Illinois St,mvc,East,Midwest
1993,Indiana,big_ten,East,Midwest
1993,Indiana St,mvc,East,Midwest
1993,Iona,maac,East,Midwest
1993,Iowa,big_ten,East,Midwest
1993,Iowa St,big_eight,East,Midwest
1993,Jackson St,swac,East,Midwest
1993,Jacksonville,sun_belt,East,Midwest
1993,James Madison,caa,East,Midwest
1993,Kansas,big_eight,East,Midwest
1993,Kansas St,big_eight,East,Midwest
1993,Kent,mac,East,Midwest
1993,Kentucky,sec,East,Midwest
1993,La Salle,mw_coll,East,Midwest
1993,Lafayette,patriot,East,Midwest
1993,Lamar,sun_belt,East,Midwest
1993,Lehigh,patriot,East,Midwest
1993,Liberty,big_south,East,Midwest
1993,Long Beach St,big_west,East,Midwest
1993,LIU Brooklyn,nec,East,Midwest
1993,Louisiana Tech,sun_belt,East,Midwest
1993,Louisville,metro,East,Midwest
1993,Loy Marymount,wcc,East,Midwest
1993,Loyola MD,maac,East,Midwest
1993,Loyola-Chicago,mw_coll,East,Midwest
1993,LSU,sec,East,Midwest
1993,Maine,nac,East,Midwest
1993,Manhattan,maac,East,Midwest
1993,Marist,nec,East,Midwest
1993,Marquette,gmwc,East,Midwest
1993,Marshall,southern,East,Midwest
1993,Maryland,acc,East,Midwest
1993,Massachusetts,a_ten,East,Midwest
1993,McNeese St,southland,East,Midwest
1993,MD E Shore,meac,East,Midwest
1993,Memphis,gmwc,East,Midwest
1993,Mercer,a_sun,East,Midwest
1993,Miami FL,big_east,East,Midwest
1993,Miami OH,mac,East,Midwest
1993,Michigan,big_ten,East,Midwest
1993,Michigan St,big_ten,East,Midwest
1993,Minnesota,big_ten,East,Midwest
1993,Mississippi,sec,East,Midwest
1993,Mississippi St,sec,East,Midwest
1993,Missouri,big_eight,East,Midwest
1993,Missouri KC,ind,East,Midwest
1993,Missouri St,mvc,East,Midwest
1993,Monmouth NJ,nec,East,Midwest
1993,Montana,big_sky,East,Midwest
1993,Montana St,big_sky,East,Midwest
1993,Morehead St,ovc,East,Midwest
1993,Morgan St,meac,East,Midwest
1993,MS Valley St,swac,East,Midwest
1993,Mt St Mary's,nec,East,Midwest
1993,MTSU,ovc,East,Midwest
1993,Murray St,ovc,East,Midwest
1993,N Illinois,mid_cont,East,Midwest
1993,Navy,patriot,East,Midwest
1993,NC A&T,meac,East,Midwest
1993,NC State,acc,East,Midwest
1993,NE Illinois,ind,East,Midwest
1993,Nebraska,big_eight,East,Midwest
1993,Nevada,big_west,East,Midwest
1993,New Hampshire,nac,East,Midwest
1993,New Mexico,wac,East,Midwest
1993,New Mexico St,big_west,East,Midwest
1993,New Orleans,sun_belt,East,Midwest
1993,Niagara,maac,East,Midwest
1993,Nicholls St,southland,East,Midwest
1993,North Carolina,acc,East,Midwest
1993,North Texas,southland,East,Midwest
1993,Northeastern,nac,East,Midwest
1993,Northern Arizona,big_sky,East,Midwest
1993,Northern Iowa,mvc,East,Midwest
1993,Northwestern,big_ten,East,Midwest
1993,Northwestern LA,southland,East,Midwest
1993,Notre Dame,ind,East,Midwest
1993,Ohio,mac,East,Midwest
1993,Ohio St,big_ten,East,Midwest
1993,Oklahoma,big_eight,East,Midwest
1993,Oklahoma St,big_eight,East,Midwest
1993,Old Dominion,caa,East,Midwest
1993,Oregon,pac_ten,East,Midwest
1993,Oregon St,pac_ten,East,Midwest
1993,Pacific,big_west,East,Midwest
1993,Penn,ivy,East,Midwest
1993,Penn St,big_ten,East,Midwest
1993,Pepperdine,wcc,East,Midwest
1993,Pittsburgh,big_east,East,Midwest
1993,Portland,wcc,East,Midwest
1993,Prairie View,swac,East,Midwest
1993,Princeton,ivy,East,Midwest
1993,Providence,big_east,East,Midwest
1993,Purdue,big_ten,East,Midwest
1993,Radford,big_south,East,Midwest
1993,Rhode Island,a_ten,East,Midwest
1993,Rice,swc,East,Midwest
1993,Richmond,caa,East,Midwest
1993,Rider,nec,East,Midwest
1993,Robert Morris,nec,East,Midwest
1993,Rutgers,a_ten,East,Midwest
1993,S Carolina St,meac,East,Midwest
1993,S Illinois,mvc,East,Midwest
