Season,TeamName,ConferenceName,ConfAbbrev
1998,Furman,Southern Conference,southern
1998,G Washington,Atlantic 10 Conference,a_ten
1998,Ga Southern,Southern Conference,southern
1998,George Mason,Coastal Athletic Association,caa
1998,Georgetown,Big East Conference,big_east
1998,Georgia,Southeastern Conference,sec
1998,Georgia St,Atlantic Sun Conference,a_sun
1998,Georgia Tech,Atlantic Coast Conference,acc
1998,Gonzaga,West Coast Conference,wcc
1998,Grambling,Southwest Athletic Conference,swac
1998,Hampton,Mid-Eastern Athletic Conference,meac
1998,Hartford,America East Conference,aec
1998,Harvard,Ivy League,ivy
1998,Hawaii,Western Athletic Conference,wac
1998,Hofstra,America East Conference,aec
1998,Holy Cross,Patriot League,patriot
1998,Houston,Conference USA,cusa
1998,Howard,Mid-Eastern Athletic Conference,meac
1998,Idaho,Big West Conference,big_west
1998,Idaho St,Big Sky Conference,big_sky
1998,IL Chicago,Midwestern Collegiate Conference,mw_coll
1998,Illinois,Big Ten Conference,big_ten
1998,Illinois St,Missouri Valley Conference,mvc
1998,Indiana,Big Ten Conference,big_ten
1998,Indiana St,Missouri Valley Conference,mvc
1998,Iona,Metro Atlantic Athletic Conference,maac
1998,Iowa,Big Ten Conference,big_ten
1998,Iowa St,Big 12 Conference,big_twelve
1998,Jackson St,Southwest Athletic Conference,swac
1998,Jacksonville,Sun Belt Conference,sun_belt
1998,Jacksonville St,Atlantic Sun Conference,a_sun
1998,James Madison,Coastal Athletic Association,caa
1998,Kansas,Big 12 Conference,big_twelve
1998,Kansas St,Big 12 Conference,big_twelve
1998,Kent,Mid-American Conference,mac
1998,Kentucky,Southeastern Conference,sec
1998,La Salle,Atlantic 10 Conference,a_ten
1998,Lafayette,Patriot League,patriot
1998,Lamar,Sun Belt Conference,sun_belt
1998,Lehigh,Patriot League,patriot
1998,Liberty,Big South Conference,big_south
1998,Long Beach St,Big West Conference,big_west
1998,LIU Brooklyn,Northeast Conference,nec
1998,Louisiana Tech,Sun Belt Conference,sun_belt
1998,Louisville,Conference USA,cusa
1998,Loy Marymount,West Coast Conference,wcc
1998,Loyola MD,Metro Atlantic Athletic Conference,maac
1998,Loyola-Chicago,Midwestern Collegiate Conference,mw_coll
1998,LSU,Southeastern Conference,sec
1998,Maine,America East Conference,aec
1998,Manhattan,Metro Atlantic Athletic Conference,maac
1998,Marist,Metro Atlantic Athletic Conference,maac
1998,Marquette,Conference USA,cusa
1998,Marshall,Mid-American Conference,mac
1998,Maryland,Atlantic Coast Conference,acc
1998,Massachusetts,Atlantic 10 Conference,a_ten
1998,McNeese St,Southland Conference,southland
1998,MD E Shore,Mid-Eastern Athletic Conference,meac
1998,Memphis,Conference USA,cusa
1998,Mercer,Atlantic Sun Conference,a_sun
1998,Miami FL,Big East Conference,big_east
1998,Miami OH,Mid-American Conference,mac
1998,Michigan,Big Ten Conference,big_ten
1998,Michigan St,Big Ten Conference,big_ten
1998,Minnesota,Big Ten Conference,big_ten
1998,Mississippi,Southeastern Conference,sec
1998,Mississippi St,Southeastern Conference,sec
1998,Missouri,Big 12 Conference,big_twelve
1998,Missouri KC,Mid-Continent Conference,mid_cont
1998,Missouri St,Missouri Valley Conference,mvc
1998,Monmouth NJ,Northeast Conference,nec
1998,Montana,Big Sky Conference,big_sky
1998,Montana St,Big Sky Conference,big_sky
1998,Morehead St,Ohio Valley Conference,ovc
1998,Morgan St,Mid-Eastern Athletic Conference,meac
1998,MS Valley St,Southwest Athletic Conference,swac
1998,Mt St Mary's,Northeast Conference,nec
1998,MTSU,Ohio Valley Conference,ovc
1998,Murray St,Ohio Valley Conference,ovc
1998,N Illinois,Mid-American Conference,mac
1998,Navy,Patriot League,patriot
1998,NC A&T,Mid-Eastern Athletic Conference,meac
1998,NC State,Atlantic Coast Conference,acc
1998,NE Illinois,Mid-Continent Conference,mid_cont
1998,Nebraska,Big 12 Conference,big_twelve
1998,Nevada,Big West Conference,big_west
1998,New Hampshire,America East Conference,aec
1998,New Mexico,Western Athletic Conference,wac
1998,New Mexico St,Big West Conference,big_west
1998,New Orleans,Sun Belt Conference,sun_belt
1998,Niagara,Metro Atlantic Athletic Conference,maac
1998,Nicholls St,Southland Conference,southland
1998,Norfolk St,Mid-Eastern Athletic Conference,meac
1998,North Carolina,Atlantic Coast Conference,acc
1998,North Texas,Big West Conference,big_west
1998,Northeastern,America East Conference,aec
1998,Northern Arizona,Big Sky Conference,big_sky
1998,Northern Iowa,Missouri Valley Conference,mvc
1998,Northwestern,Big Ten Conference,big_ten
1998,Northwestern LA,Southland Conference,southland
1998,Notre Dame,Big East Conference,big_east
1998,Ohio,Mid-American Conference,mac
1998,Ohio St,Big Ten Conference,big_ten
1998,Oklahoma,Big 12 Conference,big_twelve
1998,Oklahoma St,Big 12 Conference,big_twelve
1998,Old Dominion,Coastal Athletic Association,caa
1998,Oral Roberts,Mid-Continent Conference,mid_cont
1998,Oregon,Pacific-10 Conference,pac_ten
1998,Oregon St,Pacific-10 Conference,pac_ten
1998,Pacific,Big West Conference,big_west
1998,Penn,Ivy League,ivy
1998,Penn St,Big Ten Conference,big_ten
1998,Pepperdine,West Coast Conference,wcc
1998,Pittsburgh,Big East Conference,big_east
1998,Portland,West Coast Conference,wcc
1998,Prairie View,Southwest Athletic Conference,swac
1998,Princeton,Ivy League,ivy
1998,Providence,Big East Conference,big_east
1998,Purdue,Big Ten Conference,big_ten
1998,Radford,Big South Conference,big_south
1998,Rhode Island,Atlantic 10 Conference,a_ten
1998,Rice,Western Athletic Conference,wac
1998,Richmond,Coastal Athletic Association,caa
1998,Rider,Metro Atlantic Athletic Conference,maac
1998,Robert Morris,Northeast Conference,nec
1998,Rutgers,Big East Conference,big_east
1998,S Carolina St,Mid-Eastern Athletic Conference,meac
1998,S Illinois,Missouri Valley Conference,mvc
1998,Sam Houston St,Southland Conference,southland
1998,Samford,Atlantic Sun Conference,a_sun
1998,San Diego,West Coast Conference,wcc
1998,San Diego St,Western Athletic Conference,wac
1998,San Francisco,West Coast Conference,wcc
1998,San Jose St,Western Athletic Conference,wac
1998,UC Santa Barbara,Big West Conference,big_west
1998,Santa Clara,West Coast Conference,wcc
1998,SE Louisiana,Southland Conference,southland
1998,SE Missouri St,Ohio Valley Conference,ovc
1998,Seton Hall,Big East Conference,big_east
1998,SF Austin,Southland Conference,southland
1998,Siena,Metro Atlantic Athletic Conference,maac
1998,SMU,Western Athletic Conference,wac
1998,South Alabama,Sun Belt Conference,sun_belt
1998,South Carolina,Southeastern Conference,sec
1998,South Florida,Conference USA,cusa
1998,Southern Miss,Conference USA,cusa
1998,Southern Univ,Southwest Athletic Conference,swac
1998,Southern Utah,Mid-Continent Conference,mid_cont
1998,St Bonaventure,Atlantic 10 Conference,a_ten
1998,St Francis NY,Northeast Conference,nec
1998,St Francis PA,Northeast Conference,nec
1998,St John's,Big East Conference,big_east
1998,St Joseph's PA,Atlantic 10 Conference,a_ten
1998,St Louis,Conference USA,cusa
1998,St Mary's CA,West Coast Conference,wcc
1998,St Peter's,Metro Atlantic Athletic Conference,maac
1998,Stanford,Pacific-10 Conference,pac_ten
1998,Stetson,Atlantic Sun Conference,a_sun
1998,Syracuse,Big East Conference,big_east
1998,TCU,Western Athletic Conference,wac
1998,Temple,Atlantic 10 Conference,a_ten
1998,Tennessee,Southeastern Conference,sec
1998,Tennessee St,Ohio Valley Conference,ovc
1998,Tennessee Tech,Ohio Valley Conference,ovc
1998,Texas,Big 12 Conference,big_twelve
1998,Texas A&M,Big 12 Conference,big_twelve
1998,Texas St,Southland Conference,southland
1998,Texas Tech,Big 12 Conference,big_twelve
1998,TN Martin,Ohio Valley Conference,ovc
1998,Toledo,Mid-American Conference,mac
1998,Towson,America East Conference,aec
1998,Troy,Atlantic Sun Conference,a_sun
1998,Tulane,Conference USA,cusa
1998,Tulsa,Western Athletic Conference,wac
1998,UTRGV,Sun Belt Conference,sun_belt
1998,TX Southern,Southwest Athletic Conference,swac
1998,UAB,Conference USA,cusa
1998,UC Irvine,Big West Conference,big_west
1998,UCF,Atlantic Sun Conference,a_sun
1998,UCLA,Pacific-10 Conference,pac_ten
1998,Louisiana,Sun Belt Conference,sun_belt
1998,ULM,Southland Conference,southland
1998,UMBC,Big South Conference,big_south
1998,UNC Asheville,Big South Conference,big_south
1998,UNC Greensboro,Southern Conference,southern
1998,UNC Wilmington,Coastal Athletic Association,caa
1998,UNLV,Western Athletic Conference,wac
1998,USC,Pacific-10 Conference,pac_ten
1998,UT Arlington,Southland Conference,southland
1998,UT San Antonio,Southland Conference,southland
1998,Utah,Western Athletic Conference,wac
1998,Utah St,Big West Conference,big_west
1998,UTEP,Western Athletic Conference,wac
1998,VCU,Coastal Athletic Association,caa
1998,Valparaiso,Mid-Continent Conference,mid_cont
1998,Vanderbilt,Southeastern Conference,sec
1998,Vermont,America East Conference,aec
1998,Villanova,Big East Conference,big_east
1998,Virginia,Atlantic Coast Conference,acc
1998,Virginia Tech,Atlantic 10 Conference,a_ten
1998,VMI,Southern Conference,southern
1998,W Carolina,Southern Conference,southern
1998,W Illinois,Mid-Continent Conference,mid_cont
1998,WKU,Sun Belt Conference,sun_belt
1998,W Michigan,Mid-American Conference,mac
1998,Wagner,Northeast Conference,nec
1998,Wake Forest,Atlantic Coast Conference,acc
1998,Washington,Pacific-10 Conference,pac_ten
1998,Washington St,Pacific-10 Conference,pac_ten
1998,Weber St,Big Sky Conference,big_sky
1998,West Virginia,Big East Conference,big_east
1998,WI Green Bay,Midwestern Collegiate Conference,mw_coll
1998,WI Milwaukee,Midwestern Collegiate Conference,mw_coll
1998,Wichita St,Missouri Valley Conference,mvc
1998,William & Mary,Coastal Athletic Association,caa
1998,Winthrop,Big South Conference,big_south
1998,Wisconsin,Big Ten Conference,big_ten
1998,Wofford,Southern Conference,southern
1998,Wright St,Midwestern Collegiate Conference,mw_coll
1998,Wyoming,Western Athletic Conference,wac
1998,Xavier,Atlantic 10 Conference,a_ten
1998,Yale,Ivy League,ivy
1998,Youngstown St,Mid-Continent Conference,mid_cont
1999,Air Force,Western Athletic Conference,wac
1999,Akron,Mid-American Conference,mac
1999,Alabama,Southeastern Conference,sec
1999,Alabama St,Southwest Athletic Conference,swac
1999,Alcorn St,Southwest Athletic Conference,swac
1999,American Univ,Coastal Athletic Association,caa
1999,Appalachian St,Southern Conference,southern
1999,Arizona,Pacific-10 Conference,pac_ten
1999,Arizona St,Pacific-10 Conference,pac_ten
1999,Ark Little Rock,Sun Belt Conference,sun_belt
1999,Ark Pine Bluff,Southwest Athletic Conference,swac
1999,Arkansas,Southeastern Conference,sec
1999,Arkansas St,Sun Belt Conference,sun_belt
1999,Army,Patriot League,patriot
1999,Auburn,Southeastern Conference,sec
1999,Austin Peay,Ohio Valley Conference,ovc
1999,Ball St,Mid-American Conference,mac
1999,Baylor,Big 12 Conference,big_twelve
1999,Bethune-Cookman,Mid-Eastern Athletic Conference,meac
1999,Boise St,Big West Conference,big_west
1999,Boston College,Big East Conference,big_east
1999,Boston Univ,America East Conference,aec
1999,Bowling Green,Mid-American Conference,mac
1999,Bradley,Missouri Valley Conference,mvc
1999,Brown,Ivy League,ivy
1999,Bucknell,Patriot League,patriot
1999,Buffalo,Mid-American Conference,mac
1999,Butler,Midwestern Collegiate Conference,mw_coll
1999,BYU,Western Athletic Conference,wac
1999,C Michigan,Mid-American Conference,mac
1999,Cal Poly,Big West Conference,big_west
1999,California,Pacific-10 Conference,pac_ten
1999,Campbell,Atlantic Sun Conference,a_sun
1999,Canisius,Metro Atlantic Athletic Conference,maac
1999,Centenary,Atlantic Sun Conference,a_sun
1999,Central Conn,Northeast Conference,nec
1999,Charleston So,Big South Conference,big_south
1999,Charlotte,Conference USA,cusa
1999,Chattanooga,Southern Conference,southern
1999,Chicago St,Mid-Continent Conference,mid_cont
1999,Cincinnati,Conference USA,cusa
1999,Citadel,Southern Conference,southern
1999,Clemson,Atlantic Coast Conference,acc
1999,Cleveland St,Midwestern Collegiate Conference,mw_coll
1999,Coastal Car,Big South Conference,big_south
1999,Col Charleston,Southern Conference,southern
1999,Colgate,Patriot League,patriot
1999,Colorado,Big 12 Conference,big_twelve
1999,Colorado St,Western Athletic Conference,wac
1999,Columbia,Ivy League,ivy
1999,Connecticut,Big East Conference,big_east
1999,Coppin St,Mid-Eastern Athletic Conference,meac
1999,Cornell,Ivy League,ivy
1999,Creighton,Missouri Valley Conference,mvc
1999,CS Fullerton,Big West Conference,big_west
1999,CS Northridge,Big Sky Conference,big_sky
1999,CS Sacramento,Big Sky Conference,big_sky
1999,Dartmouth,Ivy League,ivy
1999,Davidson,Southern Conference,southern
1999,Dayton,Atlantic 10 Conference,a_ten
1999,Delaware,America East Conference,aec
1999,Delaware St,Mid-Eastern Athletic Conference,meac
1999,Denver,Independent,ind
1999,DePaul,Conference USA,cusa
1999,Detroit,Midwestern Collegiate Conference,mw_coll
1999,Drake,Missouri Valley Conference,mvc
1999,Drexel,America East Conference,aec
1999,Duke,Atlantic Coast Conference,acc
1999,Duquesne,Atlantic 10 Conference,a_ten
1999,E Illinois,Ohio Valley Conference,ovc
1999,E Kentucky,Ohio Valley Conference,ovc
1999,E Michigan,Mid-American Conference,mac
1999,E Washington,Big Sky Conference,big_sky
1999,East Carolina,Coastal Athletic Association,caa
1999,ETSU,Southern Conference,southern
1999,Evansville,Missouri Valley Conference,mvc
1999,F Dickinson,Northeast Conference,nec
1999,Fairfield,Metro Atlantic Athletic Conference,maac
1999,FL Atlantic,Atlantic Sun Conference,a_sun
1999,Florida,Southeastern Conference,sec
1999,Florida A&M,Mid-Eastern Athletic Conference,meac
1999,Florida Intl,Sun Belt Conference,sun_belt
1999,Florida St,Atlantic Coast Conference,acc
1999,Fordham,Atlantic 10 Conference,a_ten
1999,Fresno St,Western Athletic Conference,wac
1999,Furman,Southern Conference,southern
1999,G Washington,Atlantic 10 Conference,a_ten
1999,Ga Southern,Southern Conference,southern
1999,George Mason,Coastal Athletic Association,caa
1999,Georgetown,Big East Conference,big_east
1999,Georgia,Southeastern Conference,sec
1999,Georgia St,Atlantic Sun Conference,a_sun
1999,Georgia Tech,Atlantic Coast Conference,acc
1999,Gonzaga,West Coast Conference,wcc
1999,Grambling,Southwest Athletic Conference,swac
1999,Hampton,Mid-Eastern Athletic Conference,meac
1999,Hartford,America East Conference,aec
1999,Harvard,Ivy League,ivy
1999,Hawaii,Western Athletic Conference,wac
1999,Hofstra,America East Conference,aec
1999,Holy Cross,Patriot League,patriot
1999,Houston,Conference USA,cusa
1999,Howard,Mid-Eastern Athletic Conference,meac
1999,Idaho,Big West Conference,big_west
1999,Idaho St,Big Sky Conference,big_sky
1999,IL Chicago,Midwestern Collegiate Conference,mw_coll
1999,Illinois,Big Ten Conference,big_ten
1999,Illinois St,Missouri Valley Conference,mvc
1999,Indiana,Big Ten Conference,big_ten
1999,Indiana St,Missouri Valley Conference,mvc
1999,Iona,Metro Atlantic Athletic Conference,maac
1999,Iowa,Big Ten Conference,big_ten
1999,Iowa St,Big 12 Conference,big_twelve
1999,IUPUI,Mid-Continent Conference,mid_cont
1999,Jackson St,Southwest Athletic Conference,swac
1999,Jacksonville,Atlantic Sun Conference,a_sun
1999,Jacksonville St,Atlantic Sun Conference,a_sun
1999,James Madison,Coastal Athletic Association,caa
1999,Kansas,Big 12 Conference,big_twelve
1999,Kansas St,Big 12 Conference,big_twelve
1999,Kent,Mid-American Conference,mac
1999,Kentucky,Southeastern Conference,sec
1999,La Salle,Atlantic 10 Conference,a_ten
1999,Lafayette,Patriot League,patriot
1999,Lamar,Southland Conference,southland
1999,Lehigh,Patriot League,patriot
1999,Liberty,Big South Conference,big_south
1999,Long Beach St,Big West Conference,big_west
1999,LIU Brooklyn,Northeast Conference,nec
1999,Louisiana Tech,Sun Belt Conference,sun_belt
1999,Louisville,Conference USA,cusa
1999,Loy Marymount,West Coast Conference,wcc
1999,Loyola MD,Metro Atlantic Athletic Conference,maac
1999,Loyola-Chicago,Midwestern Collegiate Conference,mw_coll
1999,LSU,Southeastern Conference,sec
1999,Maine,America East Conference,aec
1999,Manhattan,Metro Atlantic Athletic Conference,maac
1999,Marist,Metro Atlantic Athletic Conference,maac
1999,Marquette,Conference USA,cusa
1999,Marshall,Mid-American Conference,mac
1999,Maryland,Atlantic Coast Conference,acc
1999,Massachusetts,Atlantic 10 Conference,a_ten
1999,McNeese St,Southland Conference,southland
1999,MD E Shore,Mid-Eastern Athletic Conference,meac
1999,Memphis,Conference USA,cusa
1999,Mercer,Atlantic Sun Conference,a_sun
1999,Miami FL,Big East Conference,big_east
1999,Miami OH,Mid-American Conference,mac
1999,Michigan,Big Ten Conference,big_ten
1999,Michigan St,Big Ten Conference,big_ten
1999,Minnesota,Big Ten Conference,big_ten
1999,Mississippi,Southeastern Conference,sec
1999,Mississippi St,Southeastern Conference,sec
1999,Missouri,Big 12 Conference,big_twelve
1999,Missouri KC,Mid-Continent Conference,mid_cont
1999,Missouri St,Missouri Valley Conference,mvc
1999,Monmouth NJ,Northeast Conference,nec
1999,Montana,Big Sky Conference,big_sky
1999,Montana St,Big Sky Conference,big_sky
1999,Morehead St,Ohio Valley Conference,ovc
1999,Morgan St,Mid-Eastern Athletic Conference,meac
1999,MS Valley St,Southwest Athletic Conference,swac
1999,Mt St Mary's,Northeast Conference,nec
1999,MTSU,Ohio Valley Conference,ovc
1999,Murray St,Ohio Valley Conference,ovc
1999,N Illinois,Mid-American Conference,mac
1999,Navy,Patriot League,patriot
1999,NC A&T,Mid-Eastern Athletic Conference,meac
1999,NC State,Atlantic Coast Conference,acc
1999,Nebraska,Big 12 Conference,big_twelve
1999,Nevada,Big West Conference,big_west
1999,New Hampshire,America East Conference,aec
1999,New Mexico,Western Athletic Conference,wac
1999,New Mexico St,Big West Conference,big_west
1999,New Orleans,Sun Belt Conference,sun_belt
1999,Niagara,Metro Atlantic Athletic Conference,maac
1999,Nicholls St,Southland Conference,southland
1999,Norfolk St,Mid-Eastern Athletic Conference,meac
1999,North Carolina,Atlantic Coast Conference,acc
1999,North Texas,Big West Conference,big_west
1999,Northeastern,America East Conference,aec
1999,Northern Arizona,Big Sky Conference,big_sky
1999,Northern Iowa,Missouri Valley Conference,mvc
1999,Northwestern,Big Ten Conference,big_ten
1999,Northwestern LA,Southland Conference,southland
1999,Notre Dame,Big East Conference,big_east
1999,Ohio,Mid-American Conference,mac
1999,Ohio St,Big Ten Conference,big_ten
1999,Oklahoma,Big 12 Conference,big_twelve
1999,Oklahoma St,Big 12 Conference,big_twelve
1999,Old Dominion,Coastal Athletic Association,caa
1999,Oral Roberts,Mid-Continent Conference,mid_cont
1999,Oregon,Pacific-10 Conference,pac_ten
1999,Oregon St,Pacific-10 Conference,pac_ten
1999,Pacific,Big West Conference,big_west
1999,Penn,Ivy League,ivy
1999,Penn St,Big Ten Conference,big_ten
1999,Pepperdine,West Coast Conference,wcc
1999,Pittsburgh,Big East Conference,big_east
1999,Portland,West Coast Conference,wcc
1999,Portland St,Big Sky Conference,big_sky
1999,Prairie View,Southwest Athletic Conference,swac
1999,Princeton,Ivy League,ivy
1999,Providence,Big East Conference,big_east
1999,Purdue,Big Ten Conference,big_ten
1999,Quinnipiac,Northeast Conference,nec
1999,Radford,Big South Conference,big_south
1999,Rhode Island,Atlantic 10 Conference,a_ten
1999,Rice,Western Athletic Conference,wac
1999,Richmond,Coastal Athletic Association,caa
1999,Rider,Metro Atlantic Athletic Conference,maac
1999,Robert Morris,Northeast Conference,nec
1999,Rutgers,Big East Conference,big_east
1999,S Carolina St,Mid-Eastern Athletic Conference,meac
1999,S Illinois,Missouri Valley Conference,mvc
1999,Sam Houston St,Southland Conference,southland
1999,Samford,Atlantic Sun Conference,a_sun
1999,San Diego,West Coast Conference,wcc
1999,San Diego St,Western Athletic Conference,wac
1999,San Francisco,West Coast Conference,wcc
1999,San Jose St,Western Athletic Conference,wac
1999,UC Santa Barbara,Big West Conference,big_west
1999,Santa Clara,West Coast Conference,wcc
1999,SE Louisiana,Southland Conference,southland
1999,SE Missouri St,Ohio Valley Conference,ovc
1999,Seton Hall,Big East Conference,big_east
1999,SF Austin,Southland Conference,southland
1999,Siena,Metro Atlantic Athletic Conference,maac
1999,SMU,Western Athletic Conference,wac
1999,South Alabama,Sun Belt Conference,sun_belt
1999,South Carolina,Southeastern Conference,sec
1999,South Florida,Conference USA,cusa
1999,Southern Miss,Conference USA,cusa
1999,Southern Univ,Southwest Athletic Conference,swac
1999,Southern Utah,Mid-Continent Conference,mid_cont
1999,St Bonaventure,Atlantic 10 Conference,a_ten
1999,St Francis NY,Northeast Conference,nec
1999,St Francis PA,Northeast Conference,nec
1999,St John's,Big East Conference,big_east
1999,St Joseph's PA,Atlantic 10 Conference,a_ten
1999,St Louis,Conference USA,cusa
1999,St Mary's CA,West Coast Conference,wcc
1999,St Peter's,Metro Atlantic Athletic Conference,maac
1999,Stanford,Pacific-10 Conference,pac_ten
1999,Stetson,Atlantic Sun Conference,a_sun
1999,Syracuse,Big East Conference,big_east
1999,TCU,Western Athletic Conference,wac
1999,Temple,Atlantic 10 Conference,a_ten
1999,Tennessee,Southeastern Conference,sec
1999,Tennessee St,Ohio Valley Conference,ovc
1999,Tennessee Tech,Ohio Valley Conference,ovc
1999,Texas,Big 12 Conference,big_twelve
1999,Texas A&M,Big 12 Conference,big_twelve
1999,Texas St,Southland Conference,southland
1999,Texas Tech,Big 12 Conference,big_twelve
1999,TN Martin,Ohio Valley Conference,ovc
1999,Toledo,Mid-American Conference,mac
1999,Towson,America East Conference,aec
1999,Troy,Atlantic Sun Conference,a_sun
1999,Tulane,Conference USA,cusa
1999,Tulsa,Western Athletic Conference,wac
1999,UTRGV,Independent,ind
1999,TX Southern,Southwest Athletic Conference,swac
1999,UAB,Conference USA,cusa
1999,UC Irvine,Big West Conference,big_west
1999,UCF,Atlantic Sun Conference,a_sun
1999,UCLA,Pacific-10 Conference,pac_ten
1999,Louisiana,Sun Belt Conference,sun_belt
1999,ULM,Southland Conference,southland
1999,UMBC,Northeast Conference,nec
1999,UNC Asheville,Big South Conference,big_south
1999,UNC Greensboro,Southern Conference,southern
1999,UNC Wilmington,Coastal Athletic Association,caa
1999,UNLV,Western Athletic Conference,wac
1999,USC,Pacific-10 Conference,pac_ten
1999,UT Arlington,Southland Conference,southland
1999,UT San Antonio,Southland Conference,southland
1999,Utah,Western Athletic Conference,wac
1999,Utah St,Big West Conference,big_west
1999,UTEP,Western Athletic Conference,wac
1999,VCU,Coastal Athletic Association,caa
1999,Valparaiso,Mid-Continent Conference,mid_cont
1999,Vanderbilt,Southeastern Conference,sec
1999,Vermont,America East Conference,aec
1999,Villanova,Big East Conference,big_east
1999,Virginia,Atlantic Coast Conference,acc
1999,Virginia Tech,Atlantic 10 Conference,a_ten
1999,VMI,Southern Conference,southern
1999,W Carolina,Southern Conference,southern
1999,W Illinois,Mid-Continent Conference,mid_cont
1999,WKU,Sun Belt Conference,sun_belt
1999,W Michigan,Mid-American Conference,mac
1999,Wagner,Northeast Conference,nec
1999,Wake Forest,Atlantic Coast Conference,acc
1999,Washington,Pacific-10 Conference,pac_ten
1999,Washington St,Pacific-10 Conference,pac_ten
1999,Weber St,Big Sky Conference,big_sky
1999,West Virginia,Big East Conference,big_east
1999,WI Green Bay,Midwestern Collegiate Conference,mw_coll
1999,WI Milwaukee,Midwestern Collegiate Conference,mw_coll
1999,Wichita St,Missouri Valley Conference,mvc
1999,William & Mary,Coastal Athletic Association,caa
1999,Winthrop,Big South Conference,big_south
1999,Wisconsin,Big Ten Conference,big_ten
1999,Wofford,Southern Conference,southern
1999,Wright St,Midwestern Collegiate Conference,mw_coll
1999,Wyoming,Western Athletic Conference,wac
1999,Xavier,Atlantic 10 Conference,a_ten
1999,Yale,Ivy League,ivy
1999,Youngstown St,Mid-Continent Conference,mid_cont
2000,Air Force,Mountain West Conference,mwc
2000,Akron,Mid-American Conference,mac
2000,Alabama,Southeastern Conference,sec
2000,Alabama A&M,Southwest Athletic Conference,swac
2000,Alabama St,Southwest Athletic Conference,swac
2000,SUNY Albany,Independent,ind
2000,Alcorn St,Southwest Athletic Conference,swac
2000,American Univ,Coastal Athletic Association,caa
2000,Appalachian St,Southern Conference,southern
2000,Arizona,Pacific-10 Conference,pac_ten
2000,Arizona St,Pacific-10 Conference,pac_ten
2000,Ark Little Rock,Sun Belt Conference,sun_belt
2000,Ark Pine Bluff,Southwest Athletic Conference,swac
2000,Arkansas,Southeastern Conference,sec
2000,Arkansas St,Sun Belt Conference,sun_belt
2000,Army,Patriot League,patriot
2000,Auburn,Southeastern Conference,sec
2000,Austin Peay,Ohio Valley Conference,ovc
2000,Ball St,Mid-American Conference,mac
2000,Baylor,Big 12 Conference,big_twelve
2000,Belmont,Independent,ind
2000,Bethune-Cookman,Mid-Eastern Athletic Conference,meac
2000,Boise St,Big West Conference,big_west
2000,Boston College,Big East Conference,big_east
2000,Boston Univ,America East Conference,aec
2000,Bowling Green,Mid-American Conference,mac
2000,Bradley,Missouri Valley Conference,mvc
2000,Brown,Ivy League,ivy
2000,Bucknell,Patriot League,patriot
2000,Buffalo,Mid-American Conference,mac
2000,Butler,Midwestern Collegiate Conference,mw_coll
2000,BYU,Mountain West Conference,mwc
2000,C Michigan,Mid-American Conference,mac
2000,Cal Poly,Big West Conference,big_west
2000,California,Pacific-10 Conference,pac_ten
2000,Campbell,Atlantic Sun Conference,a_sun
2000,Canisius,Metro Atlantic Athletic Conference,maac
2000,Centenary,Independent,ind
2000,Central Conn,Northeast Conference,nec
2000,Charleston So,Big South Conference,big_south
2000,Charlotte,Conference USA,cusa
2000,Chattanooga,Southern Conference,southern
2000,Chicago St,Mid-Continent Conference,mid_cont
2000,Cincinnati,Conference USA,cusa
2000,Citadel,Southern Conference,southern
2000,Clemson,Atlantic Coast Conference,acc
2000,Cleveland St,Midwestern Collegiate Conference,mw_coll
2000,Coastal Car,Big South Conference,big_south
2000,Col Charleston,Southern Conference,southern
2000,Colgate,Patriot League,patriot
2000,Colorado,Big 12 Conference,big_twelve
2000,Colorado St,Mountain West Conference,mwc
2000,Columbia,Ivy League,ivy
2000,Connecticut,Big East Conference,big_east
2000,Coppin St,Mid-Eastern Athletic Conference,meac
2000,Cornell,Ivy League,ivy
2000,Creighton,Missouri Valley Conference,mvc
2000,CS Fullerton,Big West Conference,big_west
2000,CS Northridge,Big Sky Conference,big_sky
2000,CS Sacramento,Big Sky Conference,big_sky
2000,Dartmouth,Ivy League,ivy
2000,Davidson,Southern Conference,southern
2000,Dayton,Atlantic 10 Conference,a_ten
2000,Delaware,America East Conference,aec
2000,Delaware St,Mid-Eastern Athletic Conference,meac
2000,Denver,Sun Belt Conference,sun_belt
2000,DePaul,Conference USA,cusa
2000,Detroit,Midwestern Collegiate Conference,mw_coll
2000,Drake,Missouri Valley Conference,mvc
2000,Drexel,America East Conference,aec
2000,Duke,Atlantic Coast Conference,acc
2000,Duquesne,Atlantic 10 Conference,a_ten
2000,E Illinois,Ohio Valley Conference,ovc
2000,E Kentucky,Ohio Valley Conference,ovc
2000,E Michigan,Mid-American Conference,mac
2000,E Washington,Big Sky Conference,big_sky
2000,East Carolina,Coastal Athletic Association,caa
2000,Elon,Big South Conference,big_south
2000,ETSU,Southern Conference,southern
2000,Evansville,Missouri Valley Conference,mvc
2000,F Dickinson,Northeast Conference,nec
2000,Fairfield,Metro Atlantic Athletic Conference,maac
2000,FL Atlantic,Atlantic Sun Conference,a_sun
2000,Florida,Southeastern Conference,sec
2000,Florida A&M,Mid-Eastern Athletic Conference,meac
2000,Florida Intl,Sun Belt Conference,sun_belt
2000,Florida St,Atlantic Coast Conference,acc
2000,Fordham,Atlantic 10 Conference,a_ten
2000,Fresno St,Western Athletic Conference,wac
